V1,StartDate,EndDate,_v1,RecordedDate,ResponseId,qmetadata_Browser,qmetadata_Version,_v2,qmetadata_Resolution,follow,reg1,votemail1a,votemail1b,votecount,votemail2,voterid1,voterid2,turnout16a,turnout16a1,turnout16b,vote16,hopeful,afraid,outraged,angry,happy,worried,proud,irritated,nervous,meeting,moneyorg,protest,online,persuade,button,moneycand,argument,particip_none,talk1,talk2,talk3,fttrump1,ftobama1,ftbiden1,ftwarren1,ftsanders1,ftbuttigieg1,ftharris1,ftklobuchar1,ftpence1,ftyang1,ftpelosi1,ftrubio1,ftocasioc1,fthaley1,ftthomas1,ftfauci1,ftblack,ftwhite,fthisp,ftasian,ftillegal,ftfeminists,ftmetoo,fttransppl,ftsocialists,ftcapitalists,ftbigbusiness,ftlaborunions,ftrepublicanparty,ftdemocraticparty,primaryvote,vote20jb,vote20bs,cvote2020,apppres7,frnpres7,immpres7,econpres7,covidpres7,healthcarepres7,check,dtleader1,dtleader2,dtcares,dtdignif,dthonest,dtauth,dtdiv,dtknow,jbleader1,jbleader2,jbcares,jbdignif,jbhonest,jbauth,jbdiv,jbknow,bsleader1,bsleader2,bscares,bsdignif,bshonest,bsauth,bsdiv,bsknow,econnow,finworry,confecon,taxecon,billtax1,billtax2,richpoor2,guarinc1,guarinc2,lcself,lcd,lcr,freemkt1a,freemkt1b,freemkt2,freemkt3,govsize1a,govsize1b,govsize2,govsize3,regulate1,regulate2,ineqinc1a,strpres1a,strpres1b,mutual,leastgrp,tol_rally,tol_pres,tol_teach,antirelig1,antirelig2,racist1,racist2,immignum,wall7,pathway,return,open,affact,hlthcare1,hlthcare2,covid1,covid2,covid_elect,abort1,abort_imp,abort2,gayadopt,transmilit1a,transmilit1b,harass,freecol1,freecol2,loans1,loans2,diversity7,experts,science,exphelp,excessive,compro1,compro2,pcorrect,selfcensor,childrear1,childrear2,childrear3,childrear4,rural2,rural3,rural4,mis_covid1,conf_covid1,mis_covid2,conf_covid2,impeach1,impeach2,pid1r,pid2r,pidstr,pidlean,pidstr1,pidstr2,pidstr3,rr1,rr2,rr3,rr4,health1,relig1,relig1_11_TEXT,relig2a,relig2b,att1,att2,att3,fundmt1,fundmt2,socmed_1,socmed_2,socmed_3,socmed_4,socmed_5,socmed_6,socmed_7,socmed_8,socmed_9,facebook1,twitter1,impact1,impact2,impact3,impact4,impact5,impact6,impact7,impact8,impact9,ethnic1,ethnic2,ethnic3,latin1,race1a_1,race1a_2,race1a_3,race1a_4,race1a_5,race1b_1,race1b_2,race1b_3,race1b_4,race1b_5,groupid1a_lat,groupid2a_lat,groupid3a_lat,groupid1a_whi,groupid1a_bla,groupid1a_nat,groupid1a_asi,groupid1a_hpi,groupid2a_whi,groupid2a_bla,groupid2a_nat,groupid2a_asi,groupid2a_hpi,groupid3a_whi,groupid3a_bla,groupid3a_nat,groupid3a_asi,groupid3a_hpi,groupid1b_lat,groupid2b_lat,groupid3b_lat,groupid1b_whi,groupid1b_bla,groupid1b_nat,groupid1b_asi,groupid1b_hpi,groupid2b_whi,groupid2b_bla,groupid2b_nat,groupid2b_asi,groupid2b_hpi,groupid3b_whi,groupid3b_bla,groupid3b_nat,groupid3b_asi,groupid3b_hpi,whitejob,femid1a,femid1b,femid2_fem,femid2_anti,femid2_nei,knowtran1,knowtran2_1,knowtran2_2,knowtran2_3,knowtran2_4,knowtran2_5,knowtran2_6,knowgay1,knowgay2_1,knowgay2_2,knowgay2_3,knowgay2_4,knowgay2_5,knowgay2_6,stress1,stress2,stress3,stress4,depress1,depress2,depress3,depress4,depress5,callout1,speech1,forgive1a,forgive1b,callout2,speech2,forgive2a,forgive2b,divmoral,forgive3,moralsup1,duepro3,moralcert3,forgive5,intelsup1,moralcert1,duepro4,moralcert6,forgive4,moralcert2,duepro1,callout3a,callout3b,moralsup2,duepro2,intelsup2,duepro5,moralcert4,forgive6,moralcert5,link_bla,link_his,link_asi,link_whi,link_hpi,link_nat,selfmon1,selfmon2,selfmon3,selfmon4,selfmon5,selfmon6,inc_anes,inc_cps,inc_cpsmod,home_anes,home_cps,viol3_dems,viol3_reps,viol3_both,viol1,viol2a,viol2b,exptravel_ever,exphomesch,expconvert,expholiday,expshark,exparrest,exppubasst,expfight,expavoid,callout_social,callout_person,expknowimmig,expbuyus,expretire,expknowpris,birthyr,sex,educ,state,children,marital1,marital2,citizen1,citizen2,geer1896,admit,mauga,pk_cjus,pk_germ,pk_sen,pk_spend,whites_1,whites_2,whites_3,whites_4,whites_5,whites_6,whites_7,blacks_1,blacks_2,blacks_3,blacks_4,blacks_5,blacks_6,blacks_7,hisp_1,hisp_2,hisp_3,hisp_4,hisp_5,hisp_6,hisp_7,asians_1,asians_2,asians_3,asians_4,asians_5,asians_6,asians_7,survexp1,survexp2,dejavu,serious,form,INSTRUCTION_GROUP,FEEDBACK_GROUP,XGOVT,XFORGIVE,XCONTACT,RAND_INC,surv_comp,USIPAddress,age,home_ownership,income,vote20turnoutjb,particip_count,pk_mauga_correct,pk_germ_correct,pk_cjus_correct,pk_sen_correct,pk_spend_correct,pk_cjus_correctb,pk_index,pidstr1_dr,pidstr1_ind,pidstr2_dr,pidstr2_ind,pidstr3_dr,pidstr3_ind,pid7,pid7str,hispanic,hispanic_white,nonhispanic_white,hispanicr,race1_white,race1_black,race1_namer,race1_asian,race1_hpi,rr_scale,white,black,namer,asian,hpi,mixed,race7,vidx,vidknow
3068,"4/14/2020 13:13","4/14/2020 21:03",28223,"4/14/2020 21:03","R_1ffRhzLfFSkYYIK","Edge","18.18363","Windows NT 10.0","1366x768",2,1,88,7,4,3,1,1,8,8,1,1,4,1,1,1,4,1,4,1,1,0,0,0,0,0,0,0,0,1,7,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,90,50,75,50,60,1,1,1,1,1,1,75,40,90,10,2,1,1,2,1,1,2,1,88,1,5,88,1,1,1,1,1,1,1,88,5,5,5,5,5,5,5,88,5,5,5,5,5,5,5,1,2,1,1,88,2,5,88,3,7,1,7,8,8,66,6,8,8,66,1,88,4,5,88,3,2,88,88,88,88,8,8,8,8,7,1,5,1,5,7,7,1,4,3,2,1,1,1,4,8,7,8,88,7,88,1,3,4,2,3,2,2,3,8,8,2,1,2,1,6,7,7,1,5,2,3,7,1,1,66,1,6,2,4,3,1,5,5,1,5,12,"",8,3,2,6,6,2,6,1,1,1,0,0,1,0,0,0,2,7,6,2,2,3,4,5,4,5,5,"888. NA: Form 2","american",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,4,6,6,6,6,3,6,6,6,6,3,6,6,6,6,3,8,2,6,2,6,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,4,2,4,4,4,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,2,6,6,4,5,4,5,3,3,66,66,18,8,1,4,6,6,5,8,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1961,2,4,14,0,1,6,8,1,9999,6,"","","",2,2,3,2,2,1,3,1,1,3,5,5,4,6,2,2,4,1,4,5,5,1,5,3,2,1,5,1,1,6,50,32,0,5,2,1,0,2,1,2,3,2,1,58,2,18,1,0,0,0,0,0,0,0,0,2,6,4,6,3,6,1,3,0,0,1,9,1,0,0,0,0,16,1,0,0,0,0,0,1,3,1
469,"4/15/2020 20:25","4/15/2020 20:59",2043,"4/15/2020 20:59","R_32WkMwBBGjgrItA","Chrome","80.0.3987.163","Windows NT 10.0","1920x1080",1,1,88,2,4,2,1,1,8,8,1,2,2,2,4,4,1,3,1,4,2,0,1,0,0,1,1,1,0,0,6,4,4,0,95,85,80,60,90,85,90,5,999,60,999,70,999,999,100,90,90,90,90,90,100,100,90,80,80,10,60,0,60,1,2,2,1,7,7,7,7,88,7,5,88,5,5,5,5,5,2,5,88,2,2,2,2,2,4,2,88,3,3,4,3,3,4,3,5,1,4,4,88,1,4,88,6,2,2,7,8,8,66,4,8,8,66,4,88,4,4,88,7,1,88,88,88,88,8,8,8,8,4,7,1,5,1,1,3,2,3,4,3,4,5,7,1,8,1,8,88,4,88,4,1,4,3,3,3,1,2,8,8,1,1,2,1,6,3,5,2,4,2,5,1,7,2,66,1,6,4,3,2,5,1,2,5,4,10,"",8,6,2,6,6,6,6,1,0,0,0,0,0,0,0,0,4,66,4,5,3,4,4,5,3,5,5,"888. NA: Form 2","German, French Canadian, American Indian",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,6,6,3,6,6,6,6,3,6,6,6,6,1,8,1,1,6,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,5,5,4,5,3,5,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,2,5,4,4,3,4,8,66,66,8,1,6,4,6,3,8,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1942,2,6,50,0,5,2,8,1,1000,6,"no clue","justice of the supreme court","leader of germany",6,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,4,4,4,4,4,5,50,40,0,5,2,0,0,2,1,0,1,3,1,77,2,8,1,4,0,1,.5,1,0,1,.75,4,6,3,6,2,6,7,3,0,0,1,9,1,0,0,0,0,1,1,0,0,0,0,0,1,3,1
3071,"4/12/2020 14:19","4/13/2020 0:16",35809,"4/13/2020 0:16","R_3iIohp50XAui8G0","Safari","537.36","Android 9","412x823",2,1,88,1,5,1,1,1,8,8,1,3,3,4,2,3,2,5,2,3,4,0,0,0,0,0,0,0,0,1,0,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,90,50,50,50,50,25,25,2,50,0,0,50,20,10,10,2,4,4,3,4,4,4,4,88,4,4,88,4,4,4,4,4,3,4,88,4,4,4,4,4,4,4,88,4,4,4,4,4,4,4,5,5,5,5,88,4,1,88,7,4,4,4,8,8,66,4,8,8,66,4,88,4,1,88,6,1,88,88,88,88,8,8,8,8,4,7,3,1,1,5,2,3,1,1,3,4,5,7,1,8,1,8,88,2,88,3,4,5,5,5,3,1,3,8,8,2,1,2,1,3,7,5,2,3,2,4,5,4,3,66,6,3,5,3,1,3,4,3,2,3,12,"",8,4,2,6,6,6,6,1,0,0,0,0,0,0,0,0,2,66,4,5,4,5,5,5,1,5,5,"888. NA: Form 2","Italian",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,5,6,6,6,6,5,6,6,6,6,5,6,6,6,6,3,8,3,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,3,2,2,5,5,5,3,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,2,5,5,5,2,3,66,17,66,8,2,6,6,1,5,8,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1964,2,2,5,0,5,2,8,1,2014,5,"sectetary","assembly","jydge",4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,0,5,2,2,1,2,2,1,2,2,1,55,1,17,0,0,0,0,0,0,1,0,.25,6,5,6,3,6,1,4,0,0,0,1,9,1,0,0,0,0,10,1,0,0,0,0,0,1,3,0
334,"4/15/2020 20:22","4/15/2020 20:52",1788,"4/15/2020 20:52","R_vV6DrykxJCEuByh","Chrome","76.0.3809.132","Windows NT 10.0","1280x720",1,1,88,7,1,5,1,1,8,8,1,1,4,3,2,3,3,3,4,3,3,0,1,0,0,0,0,0,0,0,4,5,5,90,10,2,1,0,1,2,40,90,30,0,20,0,0,70,60,90,90,90,90,0,90,20,30,0,100,75,90,90,10,1,1,1,2,2,1,2,3,88,4,5,88,1,1,1,1,1,1,1,88,5,2,5,5,5,5,5,88,2,3,5,3,5,5,5,5,5,5,1,88,2,4,88,7,6,1,6,8,8,66,1,8,8,66,1,88,5,4,88,5,1,88,88,88,88,8,8,8,8,4,1,1,1,5,4,7,4,2,1,1,2,5,4,4,8,4,8,88,6,88,7,4,3,3,4,2,1,5,8,8,2,1,2,1,7,7,7,1,5,1,5,7,1,3,66,6,1,2,5,4,1,5,5,1,3,2,"",8,6,1,2,6,2,6,1,1,1,0,1,1,0,0,0,5,5,7,1,5,3,2,5,1,1,1,"888. NA: Form 2","French",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,5,6,6,6,6,3,6,6,6,6,2,6,6,6,6,1,8,3,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3,3,2,3,2,2,4,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,2,6,6,3,5,5,2,1,3,66,66,23,8,1,5,6,6,3,8,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1959,1,5,22,1,1,6,8,1,1896,1,"not sure","head of supreme court","not sure",6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,10,0,5,2,0,1,2,2,2,3,3,1,60,2,23,1,1,0,0,1,1,0,1,.5,6,2,6,5,6,4,3,1,0,0,1,9,1,0,0,0,0,16,1,0,0,0,0,0,1,3,1
2053,"4/16/2020 18:41","4/16/2020 19:13",1880,"4/16/2020 19:13","R_1IZDyMGdK79n2dy","Chrome","80.0.3987.162","Android 9","800x1280",1,1,88,5,3,3,1,1,8,8,1,2,1,4,2,2,1,4,1,3,2,0,0,0,0,0,0,0,0,1,3,4,4,0,90,70,60,70,50,20,10,0,20,80,20,10,0,0,80,79,90,75,60,50,60,50,80,70,20,60,80,70,90,1,2,2,1,7,5,7,5,88,6,5,88,5,5,5,5,5,5,5,88,4,4,3,4,3,2,2,88,4,4,3,4,3,3,2,3,2,3,4,88,2,3,88,5,5,3,5,8,8,3,66,8,8,5,66,88,2,3,88,6,2,88,88,88,88,8,8,8,8,4,6,2,4,3,5,2,2,1,1,3,2,4,2,2,8,4,8,88,5,88,5,4,4,2,5,2,1,2,8,8,2,1,2,1,5,5,4,2,5,2,5,4,4,2,66,1,6,3,2,2,2,4,3,2,3,2,"",8,6,1,4,6,2,6,1,0,0,0,0,0,0,0,0,2,66,4,4,3,4,3,5,5,5,5,"888. NA: Form 2","Polish",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,4,6,6,6,6,3,6,6,6,6,2,6,6,6,6,2,8,3,6,6,5,1,0,0,1,0,0,0,2,0,0,0,0,0,0,3,3,4,4,3,3,3,3,4,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,5,5,2,5,4,4,66,6,66,8,1,6,2,6,5,8,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1950,2,2,14,0,1,6,8,1,1970,6,"chancellor","chief justice of the supreme court","judge",4,2,3,2,3,1,2,2,1,4,4,4,3,4,4,3,3,3,3,4,4,3,3,4,4,5,4,4,4,5,50,30,1,5,2,0,0,1,1,1,2,1,1,69,2,6,1,0,0,0,1,0,0,1,.25,3,6,2,6,2,6,7,3,0,0,1,9,1,0,0,0,0,11,1,0,0,0,0,0,1,3,1
2134,"4/14/2020 12:21","4/14/2020 12:36",914,"4/14/2020 12:36","R_2txxbAonsf6KH5w","Chrome","80.0.3987.163","Windows NT 10.0","1280x720",2,1,88,4,3,3,2,7,8,8,1,2,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,1,1,4,4,0,80,60,90,70,50,50,50,0,60,70,10,50,20,20,90,90,90,90,90,80,90,90,90,90,90,90,90,20,90,2,2,2,1,7,7,7,7,88,7,5,88,5,5,5,5,5,1,5,88,2,2,2,2,2,3,2,88,2,2,2,2,2,2,2,4,3,3,3,88,3,2,88,4,2,1,7,8,8,66,4,8,8,66,4,88,4,3,88,4,2,88,88,88,88,8,8,8,8,3,6,2,3,2,4,4,3,3,2,3,4,1,7,1,8,1,8,88,3,88,4,1,3,5,3,2,2,3,8,8,2,1,1,1,4,4,4,2,5,2,5,3,4,2,66,2,6,2,2,2,4,1,2,5,4,10,"",8,6,2,6,6,6,6,1,0,1,0,0,0,1,0,0,1,66,4,3,3,3,3,3,3,5,5,"888. NA: Form 2","white",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,6,6,3,6,6,6,6,3,6,6,6,6,2,8,1,1,6,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,2,4,5,3,4,5,5,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,4,5,4,4,4,4,66,66,22,8,1,6,2,6,3,8,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1990,2,8,20,0,5,2,8,1,1988,6,"no idea","not sure","pm germany",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,5,2,1,0,2,1,1,3,2,1,29,2,22,1,0,0,1,0,0,1,0,.5,2,6,2,6,2,6,6,2,0,0,1,9,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1
2309,"4/14/2020 12:17","4/14/2020 12:41",1444,"4/14/2020 12:41","R_Q3vXbPsPYX6KnJv","Safari","13.0.5","Macintosh","810x1080",1,1,88,7,3,3,1,3,8,8,1,1,4,1,1,1,3,2,3,1,2,1,1,0,0,0,0,0,0,0,5,4,4,100,50,40,40,30,30,30,30,100,50,20,70,20,90,90,80,100,100,100,100,50,50,50,70,20,80,70,60,60,40,1,1,1,2,1,1,1,1,88,1,5,88,1,1,1,1,1,2,2,88,5,5,5,5,5,5,5,88,5,5,5,5,5,5,5,5,1,2,2,88,4,4,88,6,6,1,4,8,8,66,4,8,8,66,3,88,5,4,88,5,1,88,88,88,88,8,8,8,8,4,1,2,3,4,4,7,1,4,2,1,1,1,2,4,8,4,8,88,7,88,5,2,3,2,2,3,1,3,8,8,2,2,1,1,5,4,4,2,3,2,4,7,1,1,66,2,6,2,2,2,3,3,3,3,3,1,"",8,6,2,6,6,2,6,0,0,0,0,0,0,0,0,1,66,66,4,4,3,4,5,4,3,5,5,"888. NA: Form 2","Caucasian",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,6,6,3,6,6,6,6,3,6,6,6,6,3,8,3,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,2,5,5,2,5,4,5,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,4,5,2,5,3,4,66,66,22,8,2,2,6,6,3,8,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1954,2,3,43,0,1,6,8,1,1950,5,"don’t know","supreme court","president of germany",6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,10,0,5,2,1,1,2,1,2,3,2,1,65,1,22,1,2,0,1,.5,1,0,1,.75,2,6,2,6,2,6,2,2,0,0,1,9,1,0,0,0,0,8,1,0,0,0,0,0,1,0,0
1183,"4/10/2020 22:50","4/10/2020 23:23",1974,"4/10/2020 23:23","R_3eab4AD9rI2j0W4","Chrome","80.0.3987.162","Android 9","412x823",4,3,88,4,3,3,1,1,8,8,2,4,3,3,2,1,3,3,1,3,1,0,0,0,0,0,0,0,0,1,0,4,4,50,50,50,50,50,50,50,50,50,59,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,3,4,4,4,4,4,4,4,88,4,5,88,3,4,3,4,4,3,3,88,3,4,3,3,3,3,2,88,3,4,4,3,3,3,3,4,2,2,4,88,4,3,88,4,4,4,4,8,8,4,66,8,8,4,66,88,4,4,88,4,3,88,88,88,88,8,8,8,8,4,4,2,3,3,4,4,2,2,3,4,1,5,4,4,8,4,8,88,4,88,4,4,3,2,2,3,1,3,8,8,2,2,1,1,4,4,4,2,1,2,2,4,4,3,66,6,3,4,4,2,2,4,5,2,2,1,"",8,6,2,6,6,2,6,1,0,0,0,0,0,0,0,0,2,66,4,5,5,5,5,5,5,5,5,"888. NA: Form 2","American",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,6,6,3,6,6,6,6,3,6,6,6,6,2,8,3,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,2,5,5,3,5,5,5,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,2,6,6,2,5,5,5,2,3,3,66,66,8,1,6,6,2,5,8,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1960,2,3,40,0,1,6,8,1,1989,6,"supreme court justice","judge","foruegn affairs",8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,20,0,5,2,2,0,1,2,1,1,1,1,59,2,3,0,0,0,0,.5,0,1,1,.5,6,4,6,4,6,2,4,0,0,0,1,9,1,0,0,0,0,13,1,0,0,0,0,0,1,3,1
2224,"4/14/2020 14:11","4/14/2020 14:32",1244,"4/14/2020 14:32","R_ROUTtgmLjkIb2dr","Chrome","80.0.3987.162","Android 9","534x854",2,1,88,1,4,2,1,1,8,8,2,4,1,3,4,4,1,4,1,4,3,0,0,0,0,0,0,0,0,1,0,4,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,60,50,60,10,20,0,0,0,0,20,50,90,0,3,1,1,2,2,4,2,2,88,2,5,88,2,3,3,3,3,2,3,88,5,5,5,5,5,5,5,88,5,5,5,5,5,5,5,5,2,3,4,88,1,5,88,6,7,1,6,8,8,66,4,8,8,66,1,88,2,4,88,3,2,88,88,88,88,8,8,8,8,7,2,2,1,5,7,2,3,5,3,3,2,2,2,6,8,6,8,88,3,88,7,7,2,2,2,2,2,2,8,8,1,1,2,1,5,5,4,1,3,2,5,7,1,1,66,1,6,4,1,1,1,5,5,1,5,1,"",8,6,2,6,6,2,6,0,0,0,0,1,0,0,0,0,66,66,5,4,5,5,5,5,2,5,5,"888. NA: Form 2","English",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,5,6,6,6,6,3,6,6,6,6,4,6,6,6,6,2,8,3,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,4,3,2,4,1,2,3,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,4,6,6,4,5,5,5,2,4,66,17,66,8,1,5,6,6,3,8,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1981,2,4,42,3,1,6,8,1,1999,5,"none","no e","no idea",8,3,3,2,4,3,4,3,3,5,6,5,4,5,4,3,4,1,4,5,3,3,6,4,2,1,6,2,6,7,60,60,0,5,2,1,1,2,1,0,2,2,1,38,2,17,1,0,0,0,0,0,0,0,0,4,6,1,6,1,6,1,3,0,0,1,9,1,0,0,0,0,16,1,0,0,0,0,0,1,3,1
1587,"4/13/2020 16:13","4/13/2020 16:54",2464,"4/13/2020 16:54","R_2dm5QA2QGeFxxse","Safari iPhone","13.0.5","iPhone","375x667",4,2,88,4,5,1,1,1,8,8,2,4,2,3,1,4,2,3,1,1,3,0,0,0,0,0,0,0,0,1,0,4,4,85,85,80,100,90,85,100,100,80,100,100,70,100,100,80,85,100,100,100,100,100,100,100,100,100,100,69,100,75,80,2,4,2,1,2,1,3,1,88,4,5,88,1,3,3,3,2,2,1,88,1,3,2,3,2,3,1,88,1,1,1,1,1,1,1,2,4,1,4,88,4,4,88,1,3,2,1,8,8,66,3,8,8,66,4,88,4,4,88,4,2,88,88,88,88,8,8,8,8,5,3,3,3,2,4,2,3,5,4,2,4,1,4,1,8,1,8,88,5,88,3,4,4,3,3,1,2,1,8,8,1,1,2,2,4,4,4,2,3,1,3,3,5,2,66,1,6,3,4,3,3,2,3,3,3,1,"",8,6,2,6,6,1,3,1,0,0,0,1,1,0,0,0,3,66,4,4,4,5,3,5,4,5,5,"888. NA: Form 2","Nigerian",999,2,8,8,8,8,8,1,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,3,6,6,6,3,3,6,6,6,3,3,6,6,6,1,8,3,6,6,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,3,5,2,5,3,4,5,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,6,6,4,6,6,4,5,5,5,5,3,1,66,66,8,2,6,1,6,5,8,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1999,1,2,43,0,5,2,8,1,1832,5,"governor of hawaii","representative","prime minister of germany",6,2,7,4,4,4,4,4,4,7,4,4,4,4,4,4,7,4,4,4,4,4,4,7,4,4,4,4,4,4,1,1,0,4,2,2,1,2,2,1,1,1,1,20,1,1,0,0,0,1,0,1,0,0,.5,3,6,4,6,3,6,7,3,0,0,1,9,1,1,0,0,0,7,0,0,0,0,0,1,4,3,1
